CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
2728052,342.4,C19H22N2O4,78.5,3.2,25,1,5,4,COC1=CC=CC=C1C2CCN(CC2)C3=C(C=C(C=C3)CO)[N+](=O)[O-],0,1
2727886,326.4,C17H14N2O3S,92.6,3.5,23,1,5,3,COC1=CC2=C(C=C1)C3=C(CC2)SC(=N3)NC(=O)C4=CC=CO4,0,1
2726984,344.71,C15H12ClF3N2O2,51.2,3.4,23,1,6,4,COC1=NC=C(C(=C1)C(F)(F)F)C(=O)NCC2=CC(=CC=C2)Cl,0,1
2726926,313.23,C13H10F3N3O3,84.2,2.4,22,2,7,2,CC1=NC(=C(O1)C(F)(F)F)C(=O)NNC(=O)C2=CC=CC=C2,0,1
2726660,252.29,C11H12N2O3S,105,1,17,3,4,3,C1C(=O)N(C(=S)N1)CCC2=CC(=C(C=C2)O)O,0,1
2726567,285.25,C11H6F3N3OS,90.2,3,19,2,7,2,C1=CC=C(C(=C1)C(F)(F)F)NC2=C(C(=O)NS2)C#N,0,1
2726555,217.25,C10H7N3OS,90.2,2.1,15,2,4,2,C1=CC=C(C=C1)NC2=C(C(=O)NS2)C#N,0,1
2726246,317.7,C15H9ClFN3O2,63,4.7,22,1,6,3,C1=CC=C(C=C1)C2=C(C(=O)ON2)N=NC3=C(C=CC=C3Cl)F,0,1
2726233,377.2,C17H14Cl2N4O2,79.2,4.6,25,3,4,4,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)NC(=O)NNC3=CC=CC=C3,0,1
2726217,236.29,C11H12N2O2S,88.3,2,16,0,5,4,CCOC(=O)C1=C(C(=NC(=C1)C)SC)C#N,0,1
2726176,331.3,C15H13N3O4S,125,2.7,23,0,6,2,CC1=CC=C(C=C1)S(=O)(=O)C2=NC(=C(C(=C2C#N)C)[N+](=O)[O-])C,0,1
2726174,317.32,C14H11N3O4S,125,2.3,22,0,6,2,CC1=C(C(=NC(=C1[N+](=O)[O-])C)S(=O)(=O)C2=CC=CC=C2)C#N,0,1
2726113,217.29,C11H11N3S,91.7,0.5,15,1,3,2,CC1=C(C(=S)NC(=C1CCC#N)C)C#N,0,1
2726102,225.67,C10H12ClN3O,37.2,2.8,15,0,4,2,C1COCCN1N=NC2=CC=C(C=C2)Cl,0,1
2726035,255.34,C14H13N3S,88,3.1,18,1,4,2,CC1=CC(=NC(=C1C#N)SC2=CC=CC=C2N)C,0,1
2725932,297.74,C16H12ClN3O,47.9,3.7,21,0,4,3,CC1=CC(=NC(=N1)C2=CC=CC=N2)OC3=CC=C(C=C3)Cl,0,1
2725891,266.4,C16H14N2S,56.2,3.3,19,2,1,2,C1=CC=C(C=C1)C2C=C(NC(=S)N2)C3=CC=CC=C3,0,1
2725868,288.76,C13H9ClN4S,72.6,2.8,19,1,3,2,C1=CC(=CN=C1)N2C(=NNC2=S)C3=CC=C(C=C3)Cl,0,1
2725833,269.32,C14H11N3OS,77.3,2.1,19,1,3,1,CC1=CC2=C(C=C1)NC(=S)N(C2=O)C3=CN=CC=C3,0,1
2725676,246.33,C13H14N2OS,73.2,2.3,17,2,2,2,CC1=CC=C(C=C1)CC2=C(NC(=S)NC2=O)C,0,1
2725390,245.13,C9H6Cl2N2S,47.4,2.7,14,1,1,1,C1=CC(=C(C(=C1)Cl)Cl)N2C=CNC2=S,0,1
2725336,261.32,C13H12FN3S,68.2,3.5,18,3,3,3,C1=CC=C(C=C1)NNC(=S)NC2=CC(=CC=C2)F,0,1
2724387,299.31,C10H13N5O4S,170,-1.2,20,5,6,2,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=S)N,0,1
2723946,146.18,C2H6N6S,124,-1.1,9,4,4,1,C1(=S)NN=C(N1N)NN,0,1
2723890,454.5,C22H34N2O8,164,NULL,32,8,10,6,COC1=C(C=CC(=C1)C(CO)O)O.COC1=C(C=CC(=C1)C(CO)O)O.C1CNCCN1,0,3
2723877,303.35,C17H21NO4,62.3,0.9,22,1,5,5,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,0,1
2723842,201.7,C7H4ClNS2,69.4,3,11,1,2,0,C1=CC2=C(C=C1Cl)NC(=S)S2,0,1
2723609,218.59,C4H11ClN2O6,145,NULL,13,5,8,4,C(C(=O)O)ON.C(C(=O)O)ON.Cl,0,3
2722200,288.73,C14H13ClN4O,66,3.6,20,1,4,2,CC1=CC2=NN(N=C2C=C1N)C3=CC(=C(C=C3)OC)Cl,0,1
2717688,361.4,C18H19NO5S,90.4,2.3,25,0,7,5,COC1=CC=C(C=C1)C2=C(SC(=CC(=O)OC)C2=O)N3CCOCC3,0,1
2717277,509.4,C19H13BrN2O6S2,170,4.6,30,1,8,6,C1=CC(=CC=C1COC2=C(C=C(C=C2)Br)C=C3C(=O)N(C(=S)S3)CC(=O)O)[N+](=O)[O-],0,1
2716735,330.4,C12H18N4O3S2,154,0.9,21,4,5,4,CC(C)CC(=O)NNC(=S)NC1=CC=C(C=C1)S(=O)(=O)N,0,1
2716734,440.5,C17H20N4O6S2,182,1.2,29,4,8,6,COC1=CC(=CC(=C1OC)OC)C(=O)NNC(=S)NC2=CC=C(C=C2)S(=O)(=O)N,0,1
2716728,317.4,C12H19N3O3S2,134,0.7,20,3,5,7,CCOCCCNC(=S)NC1=CC=C(C=C1)S(=O)(=O)N,0,1
2716725,331.5,C13H21N3O3S2,134,1.1,21,3,5,7,CC(C)OCCCNC(=S)NC1=CC=C(C=C1)S(=O)(=O)N,0,1
2715540,373.8,C18H16ClN3O4,95.2,3.2,26,1,4,5,CN(CC(=O)NC1=CC=C(C=C1)Cl)C(=O)C=CC2=CC(=CC=C2)[N+](=O)[O-],0,1
2713016,394.5,C18H22N2O4S2,104,2.2,26,0,6,6,COC1=CC=C(C=C1)CCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CS3,0,1
2712501,327.4,C16H13N3O3S,110,3.1,23,0,6,5,C1=CC=C(C=C1)CC2=NN=C(O2)SCC3=CC=C(C=C3)[N+](=O)[O-],0,1
2710681,424.9,C19H21ClN2O5S,84.5,2.6,28,0,6,6,COC1=CC=CC=C1OCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Cl,0,1
2710540,392.3,C18H15F3N4O3,78.3,3.4,28,1,8,6,COC1=CC=CC=C1OCC(=O)NC2=C(C=CC(=C2)C(F)(F)F)N3C=NC=N3,0,1
2706476,357.4,C16H15N5O3S,159,2.6,25,2,8,5,C1CCC2=C(C1)C(=C(S2)NC(=O)COC(=O)C3=NC=CN=C3N)C#N,0,1
2706470,336.8,C15H13ClN2O3S,96.5,4.1,22,1,6,8,C=CCNC1=NC(=CS1)C(=O)OCC(=O)C2=CC=C(C=C2)Cl,0,1
2701314,339.4,C18H17N3O2S,91.5,4.4,24,2,5,5,CC1=C(SC(=N1)NC2=CC=CC=C2OC)C(=O)NC3=CC=CC=C3,0,1
2701311,243.33,C13H13N3S,56.7,2.4,17,1,2,1,CN=C1N(C(=CS1)C2=CNC3=CC=CC=C32)C,0,1
2699439,413.9,C18H21ClFN3O3S,101,2.4,27,2,6,8,CN(CC1=C(C=CC=C1Cl)F)CC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,0,1
2699189,410.7,C17H17BrClN3O2,61.4,3.4,24,2,3,6,CN(CC(=O)NC1=CC=C(C=C1)Cl)CC(=O)NC2=CC(=CC=C2)Br,0,1
2698772,345.8,C18H20ClN3O2,61.4,3.4,24,2,3,6,CN(CC1=CC=C(C=C1)Cl)CC(=O)NC(=O)NCC2=CC=CC=C2,0,1
2698558,458.3,C19H19BrF3N3O2,61.4,4,28,2,6,8,CCCN(CC(=O)NC1=CC(=CC=C1)Br)CC(=O)NC2=C(C(=C(C=C2)F)F)F,0,1
2698138,432.5,C20H24N4O5S,120,1.4,30,2,7,7,C1CN(CCN1CC(=O)NC(=O)NCC2=CC=CO2)S(=O)(=O)C=CC3=CC=CC=C3,0,1
2696932,430.9,C17H19ClN2O5S2,110,2.7,27,1,7,6,COC1=C(C=C(C=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCC3,0,1
2689314,395.5,C24H29NO4,48,4.2,29,0,5,7,CC1=CC2=C(C=C1C(C)C)C(=CC(=O)O2)CN(C)CC3=CC(=C(C=C3)OC)OC,0,1
2688728,306.74,C15H15ClN2O3,82.4,2.8,21,2,4,6,CCOC1=C(C(=CC(=C1)C=C(C#N)C(=O)NCC=C)Cl)O,0,1
2688662,299.3,C19H13N3O,65.8,3.8,23,1,3,3,C1=CC=C2C(=C1)C=CC=C2NC(=O)C(=CC3=CN=CC=C3)C#N,0,1
2688219,312.4,C18H20N2O3,45.2,2.8,23,1,5,3,C1CN(CCN1CC2=CC3=C(C=C2O)OCO3)C4=CC=CC=C4,0,1
2687842,400.5,C23H20N4OS,95.2,4.2,29,2,5,7,C1=CC=C(C=C1)C2=C(SC(=N2)NC3=CC=CC=C3)CC(=O)NCC4=CC=CC=N4,0,1
2686956,389.9,C17H16ClN5O2S,107,2.7,26,1,6,6,CN1C(=NN=C1SCC(=O)NC2=C(N=CC=C2)Cl)C3=CC=C(C=C3)OC,0,1
2685678,363.5,C16H17N3O3S2,134,3.5,24,2,7,9,CSC1=CC=CC(=C1)NC(=O)COC(=O)C2=CSC(=N2)NCC=C,0,1
2684591,362.3,C20H14N2O5,97.3,4.3,27,1,5,3,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],0,1
2683894,390.4,C22H18N2O5,85.3,3.5,29,0,6,5,CCCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)OC3=CC4=C(C=C3)C(=CC(=O)O4)C,0,1
2683891,404.4,C23H20N2O5,85.3,3.9,30,0,6,6,CCCCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)OC3=CC4=C(C=C3)C(=CC(=O)O4)C,0,1
2683223,339.4,C16H15F2NO3S,71.6,3.7,23,1,5,4,CC1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)C(F)F)C,0,1
2679569,313.7,C15H11ClF3NO,29.1,3.9,21,1,4,3,C1=CC=C(C(=C1)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)Cl,0,1
2679296,210.3,C10H14N2OS,70.2,2.4,14,1,3,2,CC1=CSC(=N1)NC(=O)C2CCCC2,0,1
2679200,328.4,C18H20N2O2S,83.4,4.4,23,1,4,4,CC1=CC2=C(C=C1C(C)C)C(=CO2)CC(=O)NC3=NC(=CS3)C,0,1
2677765,365.2,C18H18Cl2N2O2,41.6,3.7,24,1,3,4,C1COCCN1C2=CC=CC=C2NC(=O)CC3=CC(=C(C=C3)Cl)Cl,0,1
2677570,327.3,C19H18FNO3,47.6,3.4,24,1,4,5,C1COC2=C(O1)C=CC(=C2)CCNC(=O)C=CC3=CC=C(C=C3)F,0,1
2676980,336.4,C17H12N4O2S,103,2.6,24,1,5,3,C1=CC=C2C(=C1)C(=O)N(C=N2)CC(=O)NC3=NC4=CC=CC=C4S3,0,1
2675114,247.31,C13H13NO2S,70.5,2.3,17,1,3,4,CC1=CC=C(O1)C=CC(=O)NCC2=CC=CS2,0,1
2674720,388.5,C20H24N2O4S,79.2,2.7,27,0,5,4,CC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C=CC3=CC=C(O3)C)C,0,1
2674585,372.4,C19H20N2O4S,79.2,2,26,0,5,5,C1CN(CCN1C(=O)C=CC2=CC=CO2)S(=O)(=O)C=CC3=CC=CC=C3,0,1
2674119,416.5,C22H28N2O4S,79.2,3.4,29,0,5,4,CC1=CC=C(O1)C=CC(=O)N2CCN(CC2)S(=O)(=O)C3=C(C(=CC(=C3C)C)C)C,0,1
2673923,360.4,C18H20N2O4S,79.2,1.9,25,0,5,4,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C=CC3=CC=CO3,0,1
2673308,387.4,C21H25NO6,83.1,3.1,28,1,6,9,CC1=C(C=C(C=C1)C(=O)OC)NC(=O)CCC2=CC(=C(C(=C2)OC)OC)OC,0,1
2673202,357.4,C20H23NO5,73.9,3.1,26,1,5,8,CC1=C(C=C(C=C1)C(=O)OC)NC(=O)CCC2=CC(=C(C=C2)OC)OC,0,1
2673126,282.75,C12H11ClN2O2S,79.5,3.2,18,1,4,4,CC1=CN=C(S1)NC(=O)COC2=CC=CC=C2Cl,0,1
2673021,248.3,C12H12N2O2S,83.4,2.4,17,1,4,3,CC1=CC=C(O1)C=CC(=O)NC2=NC=C(S2)C,0,1
2672892,408.5,C19H24N2O6S,103,1.8,28,1,7,8,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC(=O)CC2=CC(=C(C(=C2)OC)OC)OC,0,1
2672778,451.5,C24H25N3O4S,95.2,3.4,32,1,5,7,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)C2=CC=C(C=C2)S(=O)(=O)N(C)C3=CC=CC=C3,0,1
2672709,361.8,C17H16ClN3O4,95.2,3.1,25,1,4,4,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],0,1
2672475,359.3,C19H18FNO5,66.8,3,26,0,6,6,CC1=CC(=C(N1C2=CC(=CC=C2)F)C)C(=O)COC(=O)C3=COCCO3,0,1
2671703,320.18,C15H14BrNO2,42.2,3.6,19,1,2,4,CC1=CC=C(C=C1)CNC(=O)C=CC2=CC=C(O2)Br,0,1
2670179,499.5,C22H28Cl2N4O3S,81.3,3.8,32,1,6,7,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)C(=O)NC2=C(C=CC(=C2)Cl)N3CCN(CC3)C)Cl,0,1
2669855,285.32,C14H11N3O2S,96.3,2.8,20,1,5,3,C1CC1C2=NN=C(S2)NC(=O)C3=CC4=CC=CC=C4O3,0,1
2669725,357.4,C16H15N5O3S,138,2.6,25,3,6,6,C1=CC=C(C=C1)C2=NC(=NN2)SCC(=O)NC(=O)NCC3=CC=CO3,0,1
2669585,387.8,C17H14ClN5O4,108,2.6,27,1,7,7,COC1=C(C=C(C=C1)NC(=O)COC(=O)C2=CC=C(C=C2)N3C=NN=N3)Cl,0,1
2668546,269.27,C16H12FNO2,42.2,3.8,20,1,3,3,C1=CC=C2C(=C1)C=C(O2)C(=O)NCC3=CC=C(C=C3)F,0,1
2668012,409.4,C19H17F2NO5S,89.1,3.4,28,0,7,6,C1CC2=CC=CC=C2N(C1)C(=O)COC(=O)C3=CC=C(C=C3)S(=O)(=O)C(F)F,0,1
2666966,358.4,C20H22O6,71.1,3.2,26,0,6,9,CC(=O)C1=CC=C(C=C1)OC(=O)CCC2=CC(=C(C(=C2)OC)OC)OC,0,1
2666648,303.4,C14H13N3OS2,111,3.2,20,1,5,5,C1=CC=C2C(=C1)N=C(S2)CCCC(=O)NC3=NC=CS3,0,1
2666516,320.33,C13H12N4O4S,145,1.2,22,2,6,5,C1=CC(=CC=C1C(=O)NCCC(=O)NC2=NC=CS2)[N+](=O)[O-],0,1
2660566,365.4,C19H15N3O3S,106,3.8,26,1,6,4,CC1=C(OC2=C1C=C(C=C2)OC)C(=O)NC3=NC(=CS3)C4=CC=CC=N4,0,1
2660542,363.4,C18H13N5O2S,116,2.1,26,1,6,3,CN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NC3=NC(=CS3)C4=CC=CC=N4,0,1
2653894,386.9,C20H23ClN4O2,64.7,2.7,27,2,4,5,C1CN(CCN1CC2=CC=CC=C2)CC(=O)NNC(=O)C3=CC=C(C=C3)Cl,0,1
2652291,330.33,C17H18N2O5,88.9,1.4,24,0,6,7,CC1=CC=C(C=C1)N(CCC#N)C(=O)COC(=O)C2=COCCO2,0,1
2650111,338.4,C20H22N2O3,42,2.6,25,0,4,3,C1CN(CCN1C2=CC=CC=C2)C(=O)CC3=CC4=C(C=C3)OCCO4,0,1
2649943,480.6,C24H24N4O3S2,146,4.3,33,2,6,8,CC1=CC=C(C=C1)C2=C(N=C(N2)SCC(=O)NCCN3C(=O)CSC3=O)C4=CC=C(C=C4)C,0,1
2649456,400.15,C15H9BrF3N3O2,53,0.9,24,0,6,2,C1=CC(=O)N(C=C1C(F)(F)F)CC2=CC(=O)N3C=C(C=CC3=N2)Br,0,1
2649393,375.3,C19H23BrN2O,32.299,4.1,23,1,2,8,CN(CC1=CC=C(C=C1)Br)CC(=O)NCCCC2=CC=CC=C2,0,1
2649355,379.18,C16H12BrFN2O3,58.6,2.8,23,1,4,3,C1C(=O)NC2=CC=CC=C2N1C(=O)COC3=C(C=C(C=C3)Br)F,0,1
2648827,373.5,C17H15N3O3S2,149,4.7,25,3,8,6,CC1=CC(=CC=C1)NC2=NN=C(S2)SCC(=O)C3=C(C=C(C=C3)O)O,0,1
2648804,373.5,C17H15N3O3S2,149,4.7,25,3,8,6,CC1=CC=C(C=C1)NC2=NN=C(S2)SCC(=O)C3=C(C=C(C=C3)O)O,0,1
2648799,373.5,C17H15N3O3S2,149,4.7,25,3,8,6,CC1=CC=CC=C1NC2=NN=C(S2)SCC(=O)C3=C(C=C(C=C3)O)O,0,1
2646023,347.4,C16H17N3O4S,104,2.3,24,2,5,3,CC(C)NC(=O)NC(=O)CN1C2=CC=CC3=C2C(=CC=C3)S1(=O)=O,0,1
2645833,338.3,C18H14N2O5,93.6,4.2,25,0,5,4,CC1=C(N2C=CC=CC2=C1)C(=O)C3=CC(=CC(=C3)[N+](=O)[O-])C(=O)OC,0,1
2633043,346.8,C18H19ClN2O3,50.8,3.2,24,1,4,5,C1COCCN1C2=CC=C(C=C2)NC(=O)COC3=CC(=CC=C3)Cl,0,1
2631686,330.33,C17H18N2O5,81,1.8,24,1,6,6,C1COCCN1C2=CC=C(C=C2)NC(=O)COC(=O)C3=CC=CO3,0,1
2630084,282.7,C11H7ClN2O3S,97.4,2.4,18,0,6,5,C1=CN=C(C=N1)C(=O)OCC(=O)C2=CC=C(S2)Cl,0,1
2627276,317.4,C15H19N5OS,125,2,22,2,6,6,CC1=CC(=C(N1CC=C)C)C(=O)CSC2=NC(=CC(=N2)N)N,0,1
2627212,391.4,C19H21NO6S,102,3,27,0,7,7,CC1=CC=C(O1)C(=O)OCC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCCC3,0,1
2624515,339.2,C15H12Cl2N2O3,68.3,3.1,22,1,4,6,C1=CC=NC(=C1)C(=O)OCC(=O)NCC2=C(C=C(C=C2)Cl)Cl,0,1
2623938,432.5,C21H24N2O6S,110,2.3,30,1,7,10,CN(CC1=CC=CC=C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)OCC(=O)NC3CC3)OC,0,1
2622753,369.4,C20H23N3O4,84.6,1.8,27,1,4,5,CC1=CC(=C(N1CC2=CC=CO2)C)C(=O)CN3C(=O)C4(CCCC4)NC3=O,0,1
2621303,350.4,C15H14N2O4S2,112,2.3,23,0,6,4,CC1=CC=C(C=C1)S(=O)(=O)N(C)S(=O)(=O)C2=CC=C(C=C2)C#N,0,1
2621257,347.4,C17H12F3N3S,69,4.1,24,2,5,2,C1=CC=C(C(=C1)C(F)(F)F)NC(=S)NC2=CC=CC3=C2C=CN=C3,0,1
2621036,470.4,C23H24BrN3O3,81.7,3.8,30,3,4,7,CCN(CC1=C(C=CC2=C1C=CC(=C2)Br)O)CC(=O)NC3=CC=C(C=C3)NC(=O)C,0,1
2620735,318.4,C17H22N2O2S,71.6,4.7,22,1,5,5,COC1=CC(=C(C=C1)C2=CSC(=N2)NC3CCCCC3)OC,0,1
2617545,350.5,C15H18N4O2S2,121,3.1,23,1,7,6,COC1=CC=C(C=C1)NC2=NN=C(S2)SCC(=O)N3CCCC3,0,1
2617282,427.5,C22H25N3O4S,106,3.3,30,1,6,10,CCOCCCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NC3=CC=C(C=C3)OC,0,1
2616176,314.4,C17H18N2O2S,83.5,3.7,22,2,3,4,CC1=CC(=C(C=C1)C)SCC(=O)NNC(=O)C2=CC=CC=C2,0,1
2614027,294.33,C12H14N4O3S,121,2.2,20,2,6,4,CC(C)NC(=O)NC(=O)COC1=C2C=CSC2=NC=N1,0,1
2613931,402.4,C17H18N6O4S,150,2.5,28,2,8,8,CCOC1=CC=CC=C1N2C(=NN=N2)SCC(=O)NC(=O)NCC3=CC=CO3,0,1
2612950,230.25,C10H6N4OS,107,1.2,16,1,5,2,C1=CSC(=C1C#N)NC(=O)C2=NC=CN=C2,0,1
2612432,376.5,C16H16N4O3S2,151,3.3,25,2,7,5,CC1=C(SC2=C1C(=NC=N2)SCC(=O)NC(=O)NCC3=CC=CO3)C,0,1
2611413,427.5,C19H17N5O3S2,150,3.1,29,2,8,6,COC1=CC=CC=C1NC2=NN=C(S2)SCC(=O)N3CC(=O)NC4=CC=CC=C43,0,1
2611059,452.9,C18H17ClN4O4S2,168,2.6,29,2,7,8,COCCN1C(=O)C2=C(C=C(C=C2)Cl)N=C1SCC(=O)NC3=C(C=CS3)C(=O)N,0,1
2609912,392.4,C21H16N2O4S,97.4,4.2,28,0,6,6,COC(=O)C1=CC=C(O1)CSC2=NC3=CC=CC=C3C(=O)N2C4=CC=CC=C4,0,1
2607834,447.9,C21H22ClN3O4S,101,4,30,0,6,8,CCN(CC)C(=O)CSC1=NC(=CC2=CC=CO2)C(=O)N1C3=CC(=C(C=C3)OC)Cl,0,1
2605161,479.6,C23H21N5O3S2,138,3.2,33,0,7,6,C1CN(CCN1C(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=CS4)C(=O)C5=CC=CO5,0,1
2604433,308.73,C15H14ClFN2O2,50.4,3.5,21,2,4,5,COC1=C(C=C(C=C1)Cl)NC(=O)CNC2=CC=CC=C2F,0,1
2604351,392.5,C24H28N2O3,62.4,4.1,29,1,3,9,CC(C)(C)N(CC1=CC=CC=C1)C(=O)COC(=O)CCC2=CNC3=CC=CC=C32,0,1
2604242,319.64,C12H6ClF4N3O,54,3.4,21,2,7,3,C1=CC(=NC=C1C(=O)NNC2=C(C(=CC(=C2F)F)F)F)Cl,0,1
2604189,387.8,C17H14ClN5O2S,108,3,26,0,7,5,CC1=C(C=CO1)C2=NN=C(N2C)SCC3=NN=C(O3)C4=CC=C(C=C4)Cl,0,1
2603944,427.4,C20H17N3O6S,169,2.7,30,3,7,8,CC1=C(C=C(C=C1)C(=O)OCC(=O)NC2=C(C=CS2)C(=O)N)NC(=O)C3=CC=CO3,0,1
2601926,353.8,C14H16ClN5O2S,120,2.1,23,2,6,6,COC1=C(C=C(C=C1)Cl)NC(=O)CSC2=NN=C(N2N)C3CC3,0,1
2601751,328.4,C16H16N4O2S,108,2,23,1,6,4,CC1=CC2=C(C=C1)C(=CC(=O)O2)CSC3=NN=C(N3N)C4CC4,0,1
2596562,271.4,C16H17NOS,54.4,4,19,1,2,3,CC1=CC(=C(C=C1)C)NC(=O)C2=CC=CC=C2SC,0,1
2596440,420.4,C19H20N2O7S,128,1.8,29,2,8,9,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)OCC(=O)NCC2=CC3=C(C=C2)OCO3,0,1
2594420,279.4,C12H13N3OS2,108,1.7,18,1,5,5,CSCCC(=O)NC1=NC(=CS1)C2=CC=CC=N2,0,1
2592906,398.5,C20H18N2O3S2,119,4.5,27,0,7,5,CC1=CC2=C(C=C1C(C)C)C(=CC(=O)O2)CSC3=NN=C(O3)C4=CC=CS4,0,1
2591632,476.5,C24H20N4O5S,125,3.6,34,0,8,8,COC1=CC=CC=C1CN2C(=O)C3=CC=CC=C3N4C2=NN=C4SCC5=CC=C(O5)C(=O)OC,0,1
2591184,416.5,C21H24N2O5S,93.3,2.3,29,1,6,7,CCOC1=CC=CC=C1NC(=O)C=CC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3,0,1
2587324,396.5,C19H20N6O2S,116,3.5,28,0,7,5,CC1=CC(=NC2=NC(=NN12)SCC(=O)C3=C(N(C(=C3)C)C4=NOC(=C4)C)C)C,0,1
2585702,403.5,C17H17N5O3S2,163,3.6,27,3,8,7,CC1=CC=CC=C1NC2=NN=C(S2)SCC(=O)NC(=O)NCC3=CC=CO3,0,1
2585060,275.33,C13H13N3O2S,99.3,2,19,2,4,3,CC1=CC=C(C=C1)CNC(=O)C(=O)NC2=NC=CS2,0,1
2585042,481.4,C20H18Cl2N4O4S,98.7,2.5,31,0,6,4,C1CN(CCN1C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl)S(=O)(=O)C3=CC4=CC=CC=C4C=C3,0,1
2584876,352.5,C15H17FN4OS2,120,3.8,23,2,7,6,C1CCC(C1)NC(=O)CSC2=NN=C(S2)NC3=CC=CC=C3F,0,1
2584561,396.4,C18H12N4O5S,153,2.2,28,1,7,3,C1CC(=O)N(C1=O)C2=NC3=C(S2)C=C(C=C3)C(=O)NC4=CC(=CC=C4)[N+](=O)[O-],0,1
2583864,469.6,C23H27N5O2S2,141,5,32,2,7,9,CCC1=CC=CC=C1NC(=O)CN(C)C(=O)CSC2=NN=C(S2)NC3=CC=CC(=C3C)C,0,1
2583809,357.4,C20H27N3O3,78.5,3.5,26,2,3,3,CC1=C(C=C(C=C1)NC(=O)CN2C(=O)C3(CCCCCCC3)NC2=O)C,0,1
2581864,289.5,C19H31NO,12.5,5.2,21,0,2,7,CC1=CC(=C(C=C1)C(C)(C)C)OCCCCN2CCCC2,0,1
2581550,419.6,C17H17N5O2S3,192,4.2,27,3,8,8,CCC1=CC=C(C=C1)NC2=NN=C(S2)SCC(=O)NC3=C(C=CS3)C(=O)N,0,1
2581531,401.5,C17H15N5OS3,149,3.6,26,1,8,6,CCC1=CC=C(C=C1)NC2=NN=C(S2)SCC3=CC(=O)N4C=CSC4=N3,0,1
2581205,287.8,C14H22ClNOS,46.6,3.6,18,1,3,10,COCCCNCCCCSC1=CC=C(C=C1)Cl,0,1
2580271,317.29,C16H13F2N3O2,61.4,2.1,23,2,5,3,C1C(=O)NC2=CC=CC=C2N1CC(=O)NC3=CC(=C(C=C3)F)F,0,1
2579979,328.4,C17H20N4O3,87,1,24,1,5,3,CN1C(=C(C(=O)N(C1=O)C)C(=O)CN2CCC3=CC=CC=C3C2)N,0,1
2579941,404.5,C20H21FN2O4S,75.3,2.6,28,0,6,6,C1CN(CCN1C(=O)COC2=CC=CC=C2F)S(=O)(=O)C=CC3=CC=CC=C3,0,1
2579387,366.5,C16H18N2O4S2,107,1.9,24,0,6,4,CC1=CC=C(O1)C=CC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CS3,0,1
2578209,260.399,C9H16N4OS2,106,0.8,16,2,5,5,C1COCCN1CCCNC2=NNC(=S)S2,0,1
2577565,287.34,C14H13N3O2S,101,0.6,20,1,4,2,CC1=C(C(=C(C(=S)N1)C#N)C2=CC=CO2)C(=O)N(C)C,0,1
2577320,355.8,C19H18ClN3O2,73.2,2.9,25,1,3,6,CCN(CC(=O)NCC1=CC=C(C=C1)Cl)C(=O)C2=CC=C(C=C2)C#N,0,1
2576421,306.4,C13H14N4OS2,111,3.2,20,1,5,5,CCCN1C(=O)NN=C1SCC2=NC3=CC=CC=C3S2,0,1
2576378,416.5,C20H21FN4O3S,120,3,29,2,6,4,CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=NC(=CS3)C4=CC=C(C=C4)F,0,1
2576263,329.4,C18H23N3O3,74.6,2.3,24,2,4,8,CCN(CC)C1=CC=C(C=C1)NC(=O)CCNC(=O)C2=CC=CO2,0,1
2576069,345.4,C22H19NO3,50.5,4.1,26,0,3,3,CC(=O)C1=CC=C(C=C1)C2=CC=C(O2)C(=O)N3CCCC4=CC=CC=C43,0,1
